XRD Depth,offset,Nearest Log Depth,Quartz,Calcite,Dolomite,Siderite,Kaolinite,Chlorite,Illite/Mica,Mx I/S*,K-spar,Plag.,Pyrite,AF10,AF20,AF30,AF60,AF90,AO10,AO20,AO30,AO60,AO90,AT10,AT20,AT30,AT60,AT90,AFCO60,AORT,AORX,BFV,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CDF,CFTC,CMFF,CMFF_SIG,CMR_PHI_CO,CMRP_3MS,CNTC,CTEM,DCAL,DNPH,DPHZ,DPH8,DSOZ,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,ECGR,ECST,ESUF_WALK2,GDEV,GR,GR_EDTC,GTEM,HCAL,HDRA,HDRB,HGR,HMIN,HMNO,HNPO,HPRA,HTNP,KSDR,KTIM,NPHI,NPOR,PEF8,PEFZ,PXND_HILT,QCPMT,RHGE_WALK2,RHO8,RHOZ,RSOZ,RXO8,RXOZ,SP,SPAR,STIT,T2LM,T2LM_SIG,TCMR,TENS,TNPH,WCAR_WALK2,WCLA_WALK2,WPYR_WALK2,WQFM_WALK2,DTCO,DTSM
10570.15,0.15,10570.3,35.5,45.2,5.6,0,0,1.1,2.9,1,0.8,7.6,0.8,34.3657,71.9647,82.7919,71.3801,65.833,35.8775,53.1167,58.755,50.041,50.4346,34.5786,69.2708,76.698,67.2958,57.9766,14.0095,57.7663,15.0145,0.0319,0.0155,0.0148,0.0016,0,0.0062,0.0021,0,0,1544.2717,4213.0059,0.0084,0.0039,0.0008,0.01,5602.1865,185.3176,0.3056,-0.0093,0.0122,0.008,0.0036,0.0312,0.1491,0.0167,4.5695,0.2395,0.0125,0.0016,67.932,62.379,0.3873,2.5579,63.9259,70.8177,184.3096,9.0556,-0.0008,-0.0137,62.2701,105.613,94.3454,0.0485,0.0187,0.0531,0.0001,0.0018,0.0424,0.0508,3.7176,3.7474,0.0503,0,2.7139,2.6963,2.6891,0.0001,135.166,109.1033,-221.0663,-220.9563,0,2.6451,-999.25,0.0402,4589.167,0.053,0.3261,0.1568,0.0234,0.4936,58.685,98.741
10580.85,0.05,10580.9,48,29,4,0,0,0,3,2,3,11,0,43.6002,114.7191,151.9609,122.4512,108.0765,47.8745,240.4911,171.3087,142.7183,147.7841,50.3992,155.6813,207.6729,183.5905,159.546,8.1665,138.2317,16.1845,0.0189,0.0042,0.0025,0.0084,0.0069,0.0097,0.0014,0,0.0007,1549.0286,4852.0698,0.0148,0.0042,0.0008,0.027,5758.0156,185.3176,0.2617,-0.0084,0.0473,0.0429,0.0122,0.0216,0.1319,0.011,3.0915,0.2768,0.0094,0.0024,81.698,60.0379,0.3729,2.6534,77.0354,77.0652,184.3096,9.0117,-0.0043,-0.0136,77.2826,207.3611,185.9036,0.0241,0.0904,0.0365,0.0008,0.0059,0.0279,0.0264,3.489,3.5784,0.0419,0.4241,2.6966,2.6366,2.6292,0.0079,291.6848,399.0583,-221.5074,-221.815,0,12.175,-999.25,0.0338,4666.167,0.0365,0.2798,0.1085,0.0175,0.5942,58.4901,97.0506
10580.9,0,10580.9,47,33.6,4.4,0,0,1,2.7,1.6,0.4,9.4,0.6,43.6002,114.7191,151.9609,122.4512,108.0765,47.8745,240.4911,171.3087,142.7183,147.7841,50.3992,155.6813,207.6729,183.5905,159.546,8.1665,138.2317,16.1845,0.0189,0.0042,0.0025,0.0084,0.0069,0.0097,0.0014,0,0.0007,1549.0286,4852.0698,0.0148,0.0042,0.0008,0.027,5758.0156,185.3176,0.2617,-0.0084,0.0473,0.0429,0.0122,0.0216,0.1319,0.011,3.0915,0.2768,0.0094,0.0024,81.698,60.0379,0.3729,2.6534,77.0354,77.0652,184.3096,9.0117,-0.0043,-0.0136,77.2826,207.3611,185.9036,0.0241,0.0904,0.0365,0.0008,0.0059,0.0279,0.0264,3.489,3.5784,0.0419,0.4241,2.6966,2.6366,2.6292,0.0079,291.6848,399.0583,-221.5074,-221.815,0,12.175,-999.25,0.0338,4666.167,0.0365,0.2798,0.1085,0.0175,0.5942,58.4901,97.0506
10590.85,0.05,10590.9,46,15.1,6.1,0,0.3,2.7,10,11.3,2.2,8.6,3,31.3226,56.3905,63.3792,55.5824,54.605,30.6998,49.0173,52.2085,46.6765,47.9365,29.7872,51.0241,56.1924,49.2471,49.3457,17.9913,52.6342,10.8862,0.0391,0.0176,0.0131,0.0038,0.0099,0.0038,0,0,0.0008,1568.2528,2418.6421,0.0099,0.0039,0.0008,0.0182,4166.7271,185.3176,0.2209,-0.0104,0.0532,0.0503,0.0217,0.0495,0.073,0.0267,7.4092,0.2966,0.0168,0.0032,128.6892,62.379,0.4875,2.1229,121.5733,130.7778,184.4774,8.9709,-0.0048,-0.0183,118.7803,52.4398,46.7238,0.0983,0.0932,0.1035,0.0002,0.0037,0.1079,0.1014,3.4192,3.4964,0.0974,0.0871,2.7243,2.624,2.6191,0.0001,66.9239,71.6154,-222.5882,-222.6222,0,2.8744,-999.25,0.049,4587.2002,0.1037,0.1213,0.2489,0.0314,0.5983,64.9876,107.6118
10590.9,0,10590.9,44,12,5,0,0,2,14,6,5,10,2,31.3226,56.3905,63.3792,55.5824,54.605,30.6998,49.0173,52.2085,46.6765,47.9365,29.7872,51.0241,56.1924,49.2471,49.3457,17.9913,52.6342,10.8862,0.0391,0.0176,0.0131,0.0038,0.0099,0.0038,0,0,0.0008,1568.2528,2418.6421,0.0099,0.0039,0.0008,0.0182,4166.7271,185.3176,0.2209,-0.0104,0.0532,0.0503,0.0217,0.0495,0.073,0.0267,7.4092,0.2966,0.0168,0.0032,128.6892,62.379,0.4875,2.1229,121.5733,130.7778,184.4774,8.9709,-0.0048,-0.0183,118.7803,52.4398,46.7238,0.0983,0.0932,0.1035,0.0002,0.0037,0.1079,0.1014,3.4192,3.4964,0.0974,0.0871,2.7243,2.624,2.6191,0.0001,66.9239,71.6154,-222.5882,-222.6222,0,2.8744,-999.25,0.049,4587.2002,0.1037,0.1213,0.2489,0.0314,0.5983,64.9876,107.6118
10600.85,0.05,10600.8,45.4,22.9,7.3,0,0,2.4,7,5.9,2.5,8,1.4,45.7178,128.6171,194.3647,152.4351,134.4904,48.408,136.6266,176.8183,119.6315,122.9094,47.0207,139.3317,209.1738,166.5519,128.0236,6.5602,145.0317,14.9485,0.0199,0,0.0053,0.011,0.006,0.0053,0.0007,0,0.0009,1530.5596,5416.311,0.0093,0.0041,0.0008,0.0239,6203.1987,185.3176,0.2386,-0.0081,0.0288,0.026,0,0.0288,0.1484,0.0166,4.7522,0.2434,0.0029,0.0014,58.7673,61.2084,0.3654,1.9275,55.4724,59.2985,184.8129,8.9886,-0.0006,0.0012,60.3504,184.84,165.3022,0.0233,-0.0008,0.0318,0.0004,0.001,0.0233,0.0263,3.8233,3.8856,0.0317,0.3668,2.7023,2.6655,2.6608,0.0001,236.8479,266.246,-224.9356,-225.1749,0,11.8631,-999.25,0.0292,4600.2002,0.0318,0.3241,0.1447,0.0055,0.5256,57.9046,95.9599
10604.7,0.1,10604.8,0,0,0,0,1,13,73,13,0,0,0,30.3995,53.1226,60.8889,55.9288,53.8937,28.4085,49.2381,52.616,46.588,47.0144,29.5163,51.3319,57.0693,53.7786,50.481,17.8799,51.8991,12.8002,0.0307,0.0031,0.0138,0.0105,0.0073,0.0046,0,0,0.0012,1554.8148,2861.5701,0.0098,0.0042,0.0008,0.0236,4579.0649,185.3176,0.348,-0.0107,0.041,0.0371,0,0.0499,0.0895,0.0269,6.4669,0.2767,0.0196,0.0021,112.2071,61.2084,0.4563,2.9338,105.3854,108.0853,184.8129,9.098,-0.0022,-0.0117,103.8866,56.5335,50.3901,0.0919,0.0401,0.0867,0.0004,0.0027,0.0896,0.086,3.5273,3.5362,0.082,0.3276,2.731,2.6466,2.6399,0.0001,72.1776,70.4538,-223.1231,-222.8175,0,5.9891,-999.25,0.0405,4573,0.0866,0.1657,0.2506,0.0367,0.5471,65.5445,106.2497
10610.85,0.05,10610.8,35.5,47,4.3,0.5,0,1.2,2.1,1.2,0.6,7,1.1,36.7152,83.0999,105.86,93.5365,84.0496,33.6405,68.217,79.7414,71.025,71.314,36.6183,78.3501,98.8095,89.2006,78.1777,10.691,85.1372,9.0721,0.0257,0.0075,0.0034,0.0092,0.0062,0,0,0.0002,0.0012,1560.6654,3397.0027,0.002,0.0038,0.0008,0.0168,5060.6846,185.3176,0.3672,-0.0104,0.0485,0.0634,0.0624,0.0292,0.1678,0.0157,2.8151,0.2211,0.0084,0.0024,80.252,60.0379,0.3968,2.5006,75.3067,76.8082,184.8129,9.1172,-0.0082,-0.0454,77.164,85.0251,75.9068,0.0902,0.1534,0.0723,0,0,0.0625,0.0893,3.6407,3.8707,0.0706,0.4177,2.7103,2.6016,2.6271,0.0001,108.7432,129.1289,-221.267,-221.569,0,4.5449,-999.25,0.0277,4608.667,0.0723,0.3764,0.1466,0.0156,0.4614,58.4283,99.5323
10620.15,0.15,10620.3,30,8,34,0,0,1,15,4,2,5,1,25.7208,39.7005,44.2421,41.1005,38.9645,27.6634,39.7137,42.9554,38.7694,38.8908,27.097,42.4736,47.1035,43.3465,40.4765,24.3306,41.3819,11.8637,0.038,0.0228,0.0121,0.002,0.0038,0.0063,0.0001,0,0,1533.6469,2336.5869,0.0091,0.0036,0.0008,0.0122,4226.5088,185.3176,0.4558,-0.0122,0.0155,-0.0075,0.0276,0.0577,0.1262,0.0333,7.4634,0.2182,0.0071,0.0024,74.1551,61.2084,0.4609,1.9919,69.3053,68.9936,184.8129,9.2058,-0.0033,-0.0026,65.9307,52.2694,46.572,0.1077,0.0327,0.1137,0.0001,0.0028,0.1105,0.1087,3.6347,3.6723,0.0978,0,2.7342,2.7228,2.6834,0.0001,66.7064,70.9865,-221.3714,-220.7322,0,1.9314,-999.25,0.0471,4635.1997,0.1136,0.2645,0.29,0.0132,0.4324,66.5906,108.8158
10622.275,0.02,10622.3,42,6,2,0.1,0,1,22,10,6,9,2,21.7098,31.8085,34.858,33.5508,32.0324,18.0651,23.2184,24.5388,23.6856,23.7738,18.6046,24.8129,26.8881,26.4013,24.9358,29.8056,24.9045,12.2117,0.0356,0.0163,0.0137,0.0013,0.0113,0.0034,0,0,0,1536.244,2299.6477,0.0104,0.0035,0.0008,0.016,4087.0247,185.3176,0.4697,-0.0122,0.0493,0.0459,0.0262,0.051,0.0809,0.0277,8.9101,0.2845,0.015,0.0035,98.3561,61.2084,0.4861,2.4722,91.8657,91.1008,184.8129,9.2197,-0.0046,-0.0191,90.734,27.4823,24.432,0.1251,0.0783,0.1094,0.0001,0.0038,0.1177,0.1219,3.2476,3.403,0.1012,0.0732,2.7255,2.6315,2.6256,0.0001,34.9733,34.7649,-221.5714,-221.5199,0,2.7097,-999.25,0.046,4665.5,0.1094,0.1427,0.2564,0.028,0.5729,67.4051,108.6125
10630.15,0.15,10630.3,46,10,3,0,0,1,16,6,6,10,2,36.6406,82.4835,109.6909,97.2101,90.6672,36.6922,82.6701,96.8391,84.8856,87.3036,36.3682,81.978,109.5802,97.4957,89.0231,10.287,99.6848,14.811,0.0554,0.0157,0.0144,0.0191,0.0066,0,0.001,0.0007,0,1551.7872,2403.7793,0.0021,0.0038,0.0008,0.0275,4218.1094,185.3176,0.4442,-0.012,0.0536,0.0509,0.0178,0.0506,0.055,0.0266,6.3198,0.3163,0.0182,0.0046,103.5063,60.0379,0.5083,2.4685,96.7877,102.805,184.8129,9.1942,-0.0047,0.0066,96.0759,96.9567,86.5963,0.1132,0.0803,0.1065,0.0003,0.0002,0.1073,0.1052,3.4562,3.4691,0.0997,0,2.7227,2.623,2.6183,0.0001,124.0618,134.0715,-227.4697,-227.6983,0,2.781,-999.25,0.0575,4585,0.1064,0.0729,0.2544,0.034,0.6386,67.177,107.6725
10630.15,0.15,10630.3,48,11.4,5.5,0,0,3.6,11.6,10.8,2.7,8.2,3.3,36.6406,82.4835,109.6909,97.2101,90.6672,36.6922,82.6701,96.8391,84.8856,87.3036,36.3682,81.978,109.5802,97.4957,89.0231,10.287,99.6848,14.811,0.0554,0.0157,0.0144,0.0191,0.0066,0,0.001,0.0007,0,1551.7872,2403.7793,0.0021,0.0038,0.0008,0.0275,4218.1094,185.3176,0.4442,-0.012,0.0536,0.0509,0.0178,0.0506,0.055,0.0266,6.3198,0.3163,0.0182,0.0046,103.5063,60.0379,0.5083,2.4685,96.7877,102.805,184.8129,9.1942,-0.0047,0.0066,96.0759,96.9567,86.5963,0.1132,0.0803,0.1065,0.0003,0.0002,0.1073,0.1052,3.4562,3.4691,0.0997,0,2.7227,2.623,2.6183,0.0001,124.0618,134.0715,-227.4697,-227.6983,0,2.781,-999.25,0.0575,4585,0.1064,0.0729,0.2544,0.034,0.6386,67.177,107.6725
10634.8,0,10634.8,39,13,12,0,0,2,16,4,5,8,1,35.8156,77.2424,100.6152,86.7232,84.0491,37.3933,89.183,101.9365,90.7034,93.8432,35.5515,78.3095,100.89,84.0201,78.3044,11.5309,102.6015,16.7227,0.0525,0.0155,0.0181,0.0115,0.0108,0.0005,0,0.0012,0.0008,1547.8075,2583.741,0.0059,0.0041,0.0008,0.0248,4367.6226,185.3176,0.4057,-0.0115,0.0368,0.0375,0,0.0476,0.1031,0.0244,7.8448,0.2658,0.0246,0.0032,144.412,60.0379,0.4809,2.3647,135.2751,134.348,184.8129,9.1557,-0.0014,-0.0047,129.513,105.7588,94.4793,0.1023,0.0217,0.0981,0.0004,0.0015,0.1017,0.109,3.6894,3.7082,0.0905,0.0303,2.7345,2.6458,2.6471,0.0001,135.3583,132.4807,-230.5846,-230.7921,0,3.102,-999.25,0.0584,4616.8003,0.0981,0.2025,0.2393,0.046,0.5122,63.7195,104.7812
10639.9,0,10639.9,30.7,50,3.4,0,0,1.7,3.4,1.2,1.1,8.5,0.6,46.6637,144.0719,296.9708,296.6862,230.0982,61.19,260.6033,299.9638,235.9435,243.184,51.869,195.4915,278.8363,243.8365,217.6996,3.3706,214.4059,15.165,0.0159,0.0065,0.0018,0.0046,0.0033,0.0039,0.0033,0,0,1547.3632,6149.9419,0.0076,0.004,0.0008,0.0152,6543.2998,185.3176,0.3403,-0.0081,0.0297,0.0236,0.0294,0.0254,0.2103,0.0137,4.3817,0.1781,0.0064,0.0024,43.1647,61.2084,0.374,2.5448,40.5547,44.5704,185.3162,9.0903,-0.0041,-0.0198,39.9831,466.5062,417.5687,0.0173,0.1058,0.022,0.0001,0.0001,0.0132,0.015,4.3696,4.3001,0.0257,0.0002,2.7114,2.6697,2.6593,0.005,1247.1416,1870.8805,-232.2054,-232.0971,0,7.2904,-999.25,0.0235,4625.1665,0.0221,0.4908,0.1275,0.0119,0.3699,56.8155,94.556
10639.95,0.05,10639.9,30,51,2,0,0,1,2,2,3,8,1,46.6637,144.0719,296.9708,296.6862,230.0982,61.19,260.6033,299.9638,235.9435,243.184,51.869,195.4915,278.8363,243.8365,217.6996,3.3706,214.4059,15.165,0.0159,0.0065,0.0018,0.0046,0.0033,0.0039,0.0033,0,0,1547.3632,6149.9419,0.0076,0.004,0.0008,0.0152,6543.2998,185.3176,0.3403,-0.0081,0.0297,0.0236,0.0294,0.0254,0.2103,0.0137,4.3817,0.1781,0.0064,0.0024,43.1647,61.2084,0.374,2.5448,40.5547,44.5704,185.3162,9.0903,-0.0041,-0.0198,39.9831,466.5062,417.5687,0.0173,0.1058,0.022,0.0001,0.0001,0.0132,0.015,4.3696,4.3001,0.0257,0.0002,2.7114,2.6697,2.6593,0.005,1247.1416,1870.8805,-232.2054,-232.0971,0,7.2904,-999.25,0.0235,4625.1665,0.0221,0.4908,0.1275,0.0119,0.3699,56.8155,94.556
10640.25,0.15,10640.4,26.6,53.4,4.1,0,0,1.9,3.8,1.3,0.6,8.4,0.5,45.5661,136.2589,271.6453,267.5558,222.3086,63.3918,124.2637,143.2946,140.3018,143.1814,50.8878,149.8218,233.9416,199.7572,219.6463,3.7375,143.6394,16.7103,0.0144,0.0037,0.0004,0.0061,0.0048,0.0043,0.0029,0,0,1545.8665,6636.3101,0.0079,0.004,0.0008,0.0182,6779.3677,185.3176,0.3403,-0.0079,0.0155,0.0157,0.0118,0.025,0.2253,0.0137,4.6937,0.161,0.005,0.0024,37.691,61.2084,0.3562,2.7245,35.412,42.0904,185.3162,9.0903,0.001,0.0077,37.5623,408.5619,366.3673,0.0113,0.0632,0.0174,0.0001,0,0.0098,0.0125,4.4174,4.3832,0.0174,0.0866,2.7123,2.6832,2.6835,0.0035,1849.3857,1786.6145,-231.8787,-232.0489,0,11.588,-999.25,0.0223,4655.3335,0.0174,0.5311,0.1258,0.0094,0.3338,56.8463,94.5293
10660.55,0.15,10660.4,32,3,14,0,0,1,20,11,6,10,3,33.249,63.9339,75.4941,66.9799,62.1119,28.8443,50.4938,52.5936,44.4327,44.9082,30.4988,53.8708,60.4797,54.3897,51.2406,14.9299,51.1723,9.8561,0.0294,0.0196,0.0078,0.001,0.0053,0.0119,0.0001,0,0,1541.0728,3372.2852,0.0162,0.004,0.0008,0.0183,5099.3911,187.2392,0.3079,-0.0101,0.024,0.0251,0,0.0434,0.101,0.0251,5.9319,0.2729,0.0031,0.0025,92.6413,60.0379,0.4386,2.4111,87.1688,90.3202,185.3162,9.0579,-0.0029,0.0012,87.5619,51.9401,46.2833,0.094,0.0512,0.0754,0.0002,0.0134,0.0819,0.0985,3.5211,3.4583,0.0705,0.3704,2.71,2.6671,2.669,0.0001,66.2936,67.9512,-228.8493,-229.0675,0,3.3978,-999.25,0.0456,4652,0.0755,0.1968,0.218,0.0058,0.5795,60.6847,98.8954
10668.15,0.15,10668,32,4,4,0,1,3,29,8,7,11,1,31.0851,49.0667,54.7519,51.4859,49.0142,27.577,40.2669,42.0097,38.6402,38.162,30.5679,48.2003,53.1375,49.883,47.7331,19.4228,41.1979,13.1986,0.0304,0.0114,0.01,0.005,0.0057,0.0003,0,0,0.0014,1551.0958,3042.3362,0.0034,0.0039,0.0008,0.0124,4919.6274,187.2941,0.3772,-0.011,0.0443,0.0482,0,0.0437,0.0575,0.0243,7.7547,0.324,0.009,0.003,94.1287,60.0379,0.4614,2.363,88.2879,92.3922,185.8195,9.1272,-0.001,0.0082,99.8323,49.0847,43.911,0.1282,0.0177,0.0885,0,0.0002,0.0988,0.1208,3.3861,3.34,0.0838,0,2.7081,2.6276,2.6343,0.0031,65.2486,69.7811,-225.9179,-226.0309,0,2.8759,-999.25,0.0338,4607.6665,0.0884,0.0797,0.2199,0.0167,0.6837,64.6378,104.4091
10676.5,0,10676.5,0,0,0,0,1,6,64,29,0,0,0,23.1043,32.8379,34.7245,33.2019,32.1059,19.6794,26.6872,27.3246,25.4172,25.3099,21.1398,28.7245,29.8617,28.6664,27.9066,30.1187,27.3452,13.7603,0.044,0.0073,0.0211,0.0148,0.001,0.0063,0.0006,0,0,1549.1802,2353.9248,0.0071,0.0036,0.0008,0.0227,4260.8369,187.2941,0.3248,-0.0114,0.0549,0.0512,0.0273,0.0498,0.0422,0.0275,6.8185,0.3315,0.0102,0.004,100.6337,58.8674,0.5015,2.6151,94.6156,99.5749,185.8195,9.0748,-0.0039,-0.0231,98.6637,32.558,28.9615,0.1469,0.0675,0.1146,0.0003,0.0018,0.121,0.1394,3.3797,3.3216,0.1062,0.024,2.7127,2.6224,2.616,0.0001,41.4668,42.73,-223.9467,-223.9953,0,3.4859,-999.25,0.0511,4602.5005,0.1146,0.0385,0.2503,0.0191,0.6922,67.1096,108.4906
